typL,liczbaL,typS,liczbS,typP,liczbaP,typWrogaL,liczbaWrogaL,typWrogaS,liczbWrogaS,typWrogaP,liczbaWrogaP,wygrana
piechurzy,78,artylerzysci,115,piechurzy,186,piechurzy,334,konnica,334,konnica,1,0
konnica,179,piechurzy,107,piechurzy,104,piechurzy,497,konnica,124,piechurzy,12,0
artylerzysci,327,konnica,90,piechurzy,2,konnica,293,artylerzysci,108,artylerzysci,115,0
artylerzysci,96,konnica,159,konnica,9,konnica,356,konnica,122,konnica,4,0
artylerzysci,170,piechurzy,158,piechurzy,115,artylerzysci,118,piechurzy,28,piechurzy,232,1
artylerzysci,97,artylerzysci,58,konnica,76,artylerzysci,305,piechurzy,146,konnica,67,0
artylerzysci,333,artylerzysci,100,konnica,21,artylerzysci,187,piechurzy,220,piechurzy,34,1
piechurzy,113,artylerzysci,92,artylerzysci,194,piechurzy,421,konnica,286,konnica,4,0
artylerzysci,153,artylerzysci,129,konnica,12,piechurzy,352,konnica,65,piechurzy,101,0
konnica,161,konnica,36,piechurzy,82,piechurzy,7,piechurzy,267,artylerzysci,195,1
artylerzysci,266,piechurzy,54,piechurzy,36,piechurzy,206,artylerzysci,154,konnica,172,0
piechurzy,267,piechurzy,72,artylerzysci,63,artylerzysci,346,artylerzysci,183,piechurzy,86,0
artylerzysci,262,piechurzy,154,konnica,4,konnica,259,piechurzy,96,artylerzysci,134,0
artylerzysci,156,konnica,15,piechurzy,30,konnica,401,konnica,31,piechurzy,62,0
artylerzysci,37,artylerzysci,196,konnica,126,piechurzy,455,piechurzy,29,piechurzy,184,1
konnica,19,konnica,234,piechurzy,98,piechurzy,54,piechurzy,77,artylerzysci,407,0
artylerzysci,208,piechurzy,102,artylerzysci,131,konnica,455,piechurzy,33,artylerzysci,26,0
piechurzy,201,piechurzy,68,artylerzysci,70,piechurzy,4,artylerzysci,116,konnica,347,0
konnica,79,konnica,267,piechurzy,1,konnica,489,piechurzy,11,piechurzy,2,0
konnica,170,artylerzysci,142,artylerzysci,75,piechurzy,92,piechurzy,377,artylerzysci,162,1
piechurzy,67,piechurzy,17,konnica,228,artylerzysci,477,artylerzysci,13,artylerzysci,119,0
artylerzysci,74,piechurzy,40,konnica,268,konnica,240,artylerzysci,74,piechurzy,115,1
konnica,172,artylerzysci,157,artylerzysci,48,konnica,140,piechurzy,18,konnica,9,1
piechurzy,342,piechurzy,116,artylerzysci,50,artylerzysci,88,piechurzy,209,piechurzy,215,0
piechurzy,153,artylerzysci,126,artylerzysci,72,piechurzy,244,piechurzy,109,artylerzysci,134,0
piechurzy,47,konnica,250,piechurzy,46,piechurzy,502,piechurzy,128,artylerzysci,8,0
konnica,108,konnica,69,piechurzy,116,konnica,181,piechurzy,5,piechurzy,181,0
artylerzysci,339,piechurzy,32,konnica,66,piechurzy,337,artylerzysci,158,konnica,16,1
artylerzysci,267,piechurzy,117,piechurzy,63,konnica,242,piechurzy,111,piechurzy,81,0
artylerzysci,182,artylerzysci,211,piechurzy,41,konnica,72,artylerzysci,207,konnica,95,0
konnica,213,artylerzysci,136,konnica,4,piechurzy,221,piechurzy,219,piechurzy,94,1
artylerzysci,10,konnica,158,konnica,99,artylerzysci,443,konnica,133,piechurzy,11,0
artylerzysci,181,artylerzysci,102,piechurzy,132,artylerzysci,324,piechurzy,168,konnica,147,0
piechurzy,79,konnica,271,konnica,22,konnica,439,artylerzysci,29,artylerzysci,9,0
artylerzysci,21,artylerzysci,174,artylerzysci,200,konnica,447,konnica,36,piechurzy,9,0
konnica,327,piechurzy,4,konnica,14,piechurzy,270,artylerzysci,289,piechurzy,47,1
piechurzy,174,konnica,112,artylerzysci,49,artylerzysci,48,artylerzysci,340,piechurzy,145,0
piechurzy,126,konnica,150,piechurzy,26,piechurzy,330,artylerzysci,314,konnica,92,0
artylerzysci,135,piechurzy,148,konnica,106,piechurzy,262,artylerzysci,75,konnica,80,1
piechurzy,162,artylerzysci,91,piechurzy,51,konnica,138,piechurzy,178,artylerzysci,124,0
artylerzysci,157,piechurzy,67,piechurzy,33,konnica,142,artylerzysci,232,artylerzysci,27,0
konnica,30,artylerzysci,147,konnica,84,artylerzysci,501,artylerzysci,112,piechurzy,22,0
piechurzy,5,konnica,151,artylerzysci,31,konnica,224,piechurzy,207,artylerzysci,108,0
konnica,343,artylerzysci,5,konnica,5,artylerzysci,36,artylerzysci,86,artylerzysci,245,1
piechurzy,286,piechurzy,23,konnica,140,konnica,84,piechurzy,312,konnica,226,0
artylerzysci,309,piechurzy,25,konnica,73,konnica,218,konnica,246,artylerzysci,12,0
piechurzy,262,konnica,221,artylerzysci,1,konnica,63,artylerzysci,135,piechurzy,142,1
konnica,58,piechurzy,162,artylerzysci,94,artylerzysci,304,artylerzysci,25,piechurzy,178,0
artylerzysci,298,konnica,29,konnica,66,piechurzy,382,konnica,235,piechurzy,58,1
piechurzy,64,artylerzysci,290,artylerzysci,6,piechurzy,206,konnica,312,artylerzysci,42,0
artylerzysci,65,piechurzy,170,konnica,115,artylerzysci,280,artylerzysci,31,artylerzysci,151,0
konnica,78,konnica,64,artylerzysci,12,piechurzy,156,piechurzy,90,piechurzy,267,0
konnica,277,piechurzy,41,konnica,22,artylerzysci,239,konnica,82,piechurzy,186,1
konnica,81,piechurzy,150,konnica,58,artylerzysci,118,piechurzy,262,konnica,200,0
artylerzysci,190,piechurzy,90,konnica,142,konnica,64,piechurzy,251,artylerzysci,117,1
konnica,293,konnica,37,piechurzy,5,konnica,427,piechurzy,57,piechurzy,32,0
piechurzy,301,artylerzysci,191,konnica,23,artylerzysci,296,konnica,258,piechurzy,6,0
konnica,277,artylerzysci,41,piechurzy,12,piechurzy,19,konnica,425,konnica,33,1
artylerzysci,88,artylerzysci,188,piechurzy,9,piechurzy,215,artylerzysci,63,piechurzy,322,0
artylerzysci,306,artylerzysci,81,artylerzysci,52,konnica,81,piechurzy,412,konnica,83,1
artylerzysci,334,piechurzy,40,piechurzy,12,artylerzysci,376,konnica,99,artylerzysci,37,0
piechurzy,317,artylerzysci,33,konnica,14,artylerzysci,243,artylerzysci,299,artylerzysci,87,0
piechurzy,150,konnica,165,piechurzy,15,piechurzy,426,konnica,160,konnica,17,0
artylerzysci,314,konnica,83,konnica,30,piechurzy,49,piechurzy,327,piechurzy,80,1
piechurzy,215,piechurzy,158,piechurzy,83,piechurzy,299,konnica,249,piechurzy,28,0
konnica,316,konnica,11,piechurzy,8,artylerzysci,390,artylerzysci,186,piechurzy,59,0
piechurzy,62,artylerzysci,109,konnica,118,piechurzy,262,piechurzy,217,artylerzysci,9,1
piechurzy,174,konnica,210,artylerzysci,9,konnica,302,artylerzysci,20,konnica,65,0
artylerzysci,2,konnica,190,konnica,86,konnica,362,piechurzy,134,piechurzy,60,0
piechurzy,218,piechurzy,130,piechurzy,173,piechurzy,406,piechurzy,277,piechurzy,27,0
piechurzy,342,konnica,82,konnica,25,artylerzysci,121,artylerzysci,202,artylerzysci,6,1
artylerzysci,231,artylerzysci,61,konnica,59,artylerzysci,394,piechurzy,138,artylerzysci,101,0
artylerzysci,206,artylerzysci,123,piechurzy,14,piechurzy,73,artylerzysci,127,konnica,129,1
konnica,190,piechurzy,54,konnica,127,artylerzysci,395,artylerzysci,10,piechurzy,20,1
artylerzysci,202,artylerzysci,131,artylerzysci,24,piechurzy,180,piechurzy,20,artylerzysci,64,1
konnica,41,piechurzy,52,konnica,150,konnica,196,artylerzysci,82,artylerzysci,140,0
konnica,38,konnica,63,artylerzysci,247,piechurzy,127,konnica,152,artylerzysci,169,0
piechurzy,64,artylerzysci,31,piechurzy,53,piechurzy,154,konnica,170,artylerzysci,161,0
artylerzysci,7,artylerzysci,85,konnica,151,piechurzy,359,konnica,177,konnica,90,0
artylerzysci,62,konnica,104,konnica,85,piechurzy,191,konnica,243,piechurzy,59,0
artylerzysci,51,konnica,48,piechurzy,146,piechurzy,385,konnica,160,konnica,101,0
piechurzy,262,artylerzysci,68,piechurzy,138,piechurzy,149,konnica,152,artylerzysci,141,0
artylerzysci,350,artylerzysci,27,piechurzy,22,konnica,396,konnica,90,konnica,3,0
piechurzy,145,artylerzysci,126,piechurzy,103,artylerzysci,470,piechurzy,40,piechurzy,105,0
artylerzysci,177,konnica,2,artylerzysci,151,artylerzysci,117,konnica,142,konnica,169,0
piechurzy,336,konnica,81,piechurzy,40,piechurzy,35,konnica,322,piechurzy,53,0
piechurzy,170,artylerzysci,149,piechurzy,141,konnica,178,artylerzysci,188,artylerzysci,167,0
piechurzy,20,konnica,250,piechurzy,21,artylerzysci,104,konnica,393,konnica,31,0
konnica,197,artylerzysci,80,artylerzysci,43,konnica,174,piechurzy,286,artylerzysci,60,0
piechurzy,167,konnica,151,piechurzy,46,piechurzy,13,artylerzysci,8,artylerzysci,447,0
piechurzy,88,konnica,25,konnica,57,konnica,82,konnica,316,artylerzysci,9,0
konnica,197,artylerzysci,21,artylerzysci,138,konnica,499,konnica,3,piechurzy,2,0
konnica,248,piechurzy,56,piechurzy,49,artylerzysci,329,piechurzy,121,artylerzysci,162,0
konnica,324,piechurzy,9,konnica,16,piechurzy,267,konnica,71,konnica,102,1
konnica,184,konnica,79,piechurzy,12,konnica,114,artylerzysci,247,konnica,198,0
artylerzysci,210,konnica,108,konnica,40,konnica,162,piechurzy,95,konnica,154,0
konnica,196,piechurzy,120,artylerzysci,2,konnica,189,artylerzysci,107,piechurzy,153,0
konnica,318,artylerzysci,32,konnica,10,piechurzy,302,artylerzysci,103,piechurzy,236,1
piechurzy,320,konnica,180,konnica,1,artylerzysci,347,konnica,166,konnica,36,0
piechurzy,281,konnica,22,artylerzysci,85,konnica,89,piechurzy,381,piechurzy,179,0
piechurzy,130,piechurzy,275,artylerzysci,145,piechurzy,330,konnica,184,piechurzy,93,1
artylerzysci,239,piechurzy,166,artylerzysci,36,artylerzysci,31,artylerzysci,157,artylerzysci,150,1
artylerzysci,25,konnica,320,artylerzysci,11,artylerzysci,152,konnica,13,piechurzy,12,1
piechurzy,245,piechurzy,14,artylerzysci,123,piechurzy,276,artylerzysci,331,piechurzy,20,0
konnica,12,piechurzy,160,konnica,27,artylerzysci,494,artylerzysci,16,piechurzy,20,0
konnica,121,artylerzysci,10,piechurzy,96,piechurzy,111,konnica,292,artylerzysci,135,0
artylerzysci,21,piechurzy,223,artylerzysci,156,piechurzy,29,artylerzysci,133,konnica,375,0
konnica,280,konnica,23,piechurzy,14,konnica,233,artylerzysci,24,piechurzy,150,1
artylerzysci,303,artylerzysci,49,konnica,67,artylerzysci,414,artylerzysci,80,piechurzy,61,0
artylerzysci,92,artylerzysci,158,artylerzysci,113,konnica,210,piechurzy,257,piechurzy,95,1
piechurzy,17,piechurzy,98,piechurzy,12,piechurzy,150,konnica,332,artylerzysci,65,0
piechurzy,175,konnica,226,artylerzysci,10,piechurzy,314,artylerzysci,339,artylerzysci,45,0
artylerzysci,159,konnica,210,artylerzysci,11,konnica,430,konnica,44,piechurzy,6,0
konnica,217,konnica,127,piechurzy,6,artylerzysci,451,konnica,79,piechurzy,56,0
konnica,310,artylerzysci,9,konnica,31,piechurzy,456,konnica,11,konnica,115,1
artylerzysci,218,artylerzysci,39,artylerzysci,96,konnica,372,konnica,13,artylerzysci,43,0
piechurzy,106,piechurzy,114,konnica,74,konnica,499,konnica,2,konnica,2,0
piechurzy,123,artylerzysci,153,artylerzysci,130,piechurzy,139,piechurzy,179,piechurzy,166,1
konnica,12,piechurzy,226,artylerzysci,145,artylerzysci,386,piechurzy,119,artylerzysci,121,0
artylerzysci,342,konnica,72,artylerzysci,2,konnica,119,konnica,18,konnica,339,0
artylerzysci,24,piechurzy,165,artylerzysci,168,piechurzy,122,piechurzy,436,piechurzy,173,1
piechurzy,95,piechurzy,69,artylerzysci,180,piechurzy,425,piechurzy,123,artylerzysci,101,0
konnica,127,artylerzysci,21,konnica,45,piechurzy,436,piechurzy,106,konnica,94,0
artylerzysci,217,piechurzy,19,artylerzysci,2,piechurzy,250,konnica,68,piechurzy,243,1
artylerzysci,104,artylerzysci,204,konnica,101,piechurzy,255,konnica,299,artylerzysci,59,0
artylerzysci,278,konnica,31,artylerzysci,106,artylerzysci,299,piechurzy,129,piechurzy,125,1
piechurzy,346,konnica,102,piechurzy,38,konnica,451,piechurzy,47,konnica,6,0
piechurzy,217,konnica,57,piechurzy,57,konnica,435,piechurzy,59,artylerzysci,3,0
artylerzysci,82,piechurzy,198,artylerzysci,61,artylerzysci,124,konnica,270,artylerzysci,70,0
konnica,168,konnica,162,artylerzysci,16,piechurzy,380,piechurzy,132,artylerzysci,86,0
artylerzysci,259,piechurzy,8,konnica,64,artylerzysci,205,piechurzy,217,piechurzy,219,0
piechurzy,169,artylerzysci,237,artylerzysci,31,konnica,456,artylerzysci,16,konnica,16,0
artylerzysci,149,piechurzy,41,piechurzy,185,artylerzysci,463,konnica,17,artylerzysci,10,0
konnica,157,konnica,192,piechurzy,3,artylerzysci,484,piechurzy,78,piechurzy,97,0
konnica,189,artylerzysci,113,konnica,8,artylerzysci,129,piechurzy,327,piechurzy,107,1
artylerzysci,24,konnica,90,konnica,158,artylerzysci,333,piechurzy,56,piechurzy,118,0
konnica,55,artylerzysci,152,piechurzy,153,piechurzy,269,piechurzy,289,piechurzy,165,0
konnica,30,konnica,134,piechurzy,28,konnica,424,piechurzy,54,konnica,21,0
konnica,263,konnica,20,piechurzy,34,artylerzysci,107,artylerzysci,395,konnica,118,0
konnica,108,konnica,182,piechurzy,8,artylerzysci,80,artylerzysci,253,piechurzy,4,1
piechurzy,326,piechurzy,140,piechurzy,3,artylerzysci,155,konnica,264,konnica,103,0
konnica,155,artylerzysci,182,artylerzysci,25,konnica,90,konnica,243,piechurzy,57,0
piechurzy,349,artylerzysci,12,piechurzy,120,artylerzysci,27,piechurzy,259,konnica,141,0
piechurzy,112,konnica,233,artylerzysci,50,artylerzysci,141,artylerzysci,24,artylerzysci,361,0
konnica,200,konnica,87,konnica,46,konnica,138,piechurzy,350,piechurzy,49,1
piechurzy,114,artylerzysci,112,piechurzy,20,artylerzysci,423,konnica,103,artylerzysci,42,0
konnica,317,konnica,22,konnica,13,piechurzy,309,artylerzysci,10,konnica,194,1
konnica,112,artylerzysci,116,artylerzysci,65,artylerzysci,467,artylerzysci,47,piechurzy,62,0
konnica,317,artylerzysci,10,artylerzysci,8,konnica,341,artylerzysci,72,konnica,70,0
artylerzysci,299,piechurzy,84,artylerzysci,9,artylerzysci,502,konnica,103,artylerzysci,5,0
artylerzysci,135,artylerzysci,9,konnica,63,piechurzy,235,artylerzysci,69,artylerzysci,254,0
artylerzysci,53,konnica,59,piechurzy,79,piechurzy,327,artylerzysci,230,konnica,75,0
konnica,24,piechurzy,286,artylerzysci,122,konnica,118,artylerzysci,365,piechurzy,65,0
piechurzy,312,piechurzy,20,konnica,139,konnica,75,piechurzy,303,konnica,151,0
konnica,2,piechurzy,240,artylerzysci,49,konnica,238,artylerzysci,53,artylerzysci,12,0
konnica,15,artylerzysci,170,konnica,172,konnica,266,piechurzy,53,konnica,159,0
piechurzy,289,konnica,180,konnica,9,konnica,452,piechurzy,40,piechurzy,13,0
piechurzy,251,konnica,52,konnica,135,piechurzy,498,konnica,231,piechurzy,4,0
piechurzy,247,konnica,90,piechurzy,132,artylerzysci,375,piechurzy,12,konnica,159,0
artylerzysci,178,konnica,140,konnica,11,artylerzysci,359,artylerzysci,95,artylerzysci,95,0
konnica,89,konnica,11,piechurzy,176,artylerzysci,264,konnica,259,piechurzy,12,0
artylerzysci,337,artylerzysci,4,artylerzysci,51,artylerzysci,464,artylerzysci,36,konnica,57,0
artylerzysci,34,piechurzy,132,artylerzysci,96,piechurzy,305,piechurzy,246,konnica,188,0
artylerzysci,273,piechurzy,9,artylerzysci,23,artylerzysci,5,artylerzysci,274,konnica,134,0
artylerzysci,138,artylerzysci,91,konnica,45,artylerzysci,56,konnica,96,piechurzy,41,1
piechurzy,267,artylerzysci,190,piechurzy,2,konnica,351,artylerzysci,29,artylerzysci,57,0
konnica,24,artylerzysci,80,artylerzysci,108,artylerzysci,463,konnica,31,artylerzysci,17,0
piechurzy,231,piechurzy,193,konnica,51,konnica,213,konnica,196,artylerzysci,92,0
konnica,345,artylerzysci,7,konnica,2,konnica,39,artylerzysci,275,konnica,91,1
piechurzy,113,piechurzy,193,artylerzysci,111,piechurzy,96,konnica,358,konnica,44,0
piechurzy,37,konnica,273,artylerzysci,10,konnica,337,konnica,54,konnica,26,0
konnica,161,konnica,128,piechurzy,17,konnica,248,konnica,220,piechurzy,33,0
artylerzysci,202,konnica,177,artylerzysci,6,artylerzysci,63,piechurzy,404,piechurzy,202,0
artylerzysci,337,artylerzysci,89,konnica,17,piechurzy,210,artylerzysci,309,piechurzy,163,1
konnica,32,piechurzy,254,konnica,141,konnica,254,piechurzy,60,konnica,34,0
piechurzy,120,konnica,23,artylerzysci,265,piechurzy,264,konnica,337,konnica,24,0
konnica,105,konnica,161,artylerzysci,66,piechurzy,398,konnica,58,piechurzy,82,1
artylerzysci,159,piechurzy,45,artylerzysci,138,artylerzysci,138,piechurzy,156,konnica,125,0
artylerzysci,39,artylerzysci,158,artylerzysci,58,konnica,410,piechurzy,19,artylerzysci,38,0
artylerzysci,331,artylerzysci,42,konnica,59,konnica,271,konnica,14,artylerzysci,132,0
artylerzysci,131,piechurzy,167,artylerzysci,138,piechurzy,148,artylerzysci,280,artylerzysci,22,1
piechurzy,8,piechurzy,291,piechurzy,89,artylerzysci,271,artylerzysci,75,piechurzy,142,0
artylerzysci,174,piechurzy,22,piechurzy,124,piechurzy,37,konnica,65,piechurzy,32,1
konnica,277,konnica,33,artylerzysci,18,artylerzysci,72,piechurzy,376,piechurzy,7,1
konnica,21,konnica,149,piechurzy,172,piechurzy,4,artylerzysci,262,piechurzy,10,1
piechurzy,86,piechurzy,235,artylerzysci,5,piechurzy,211,konnica,301,konnica,46,0
artylerzysci,305,artylerzysci,11,artylerzysci,104,konnica,233,konnica,60,konnica,168,0
konnica,252,artylerzysci,24,konnica,20,konnica,466,konnica,11,artylerzysci,2,0
piechurzy,140,konnica,246,piechurzy,22,konnica,320,piechurzy,32,artylerzysci,79,0
artylerzysci,174,konnica,121,piechurzy,73,konnica,319,piechurzy,145,piechurzy,103,0
artylerzysci,278,artylerzysci,3,konnica,105,konnica,401,artylerzysci,85,piechurzy,23,0
artylerzysci,166,piechurzy,191,piechurzy,118,piechurzy,138,piechurzy,286,konnica,109,1
piechurzy,293,konnica,86,artylerzysci,34,artylerzysci,316,piechurzy,54,artylerzysci,185,0
artylerzysci,107,piechurzy,208,konnica,141,artylerzysci,242,artylerzysci,257,konnica,43,0
konnica,89,artylerzysci,86,piechurzy,101,piechurzy,369,konnica,186,piechurzy,83,0
piechurzy,103,konnica,128,piechurzy,62,artylerzysci,67,piechurzy,242,artylerzysci,10,1
piechurzy,142,piechurzy,126,piechurzy,166,konnica,60,konnica,245,konnica,94,0
konnica,113,artylerzysci,140,konnica,134,konnica,25,artylerzysci,35,konnica,91,1
artylerzysci,146,piechurzy,203,konnica,31,artylerzysci,92,artylerzysci,414,konnica,106,0
konnica,55,konnica,145,artylerzysci,47,konnica,499,piechurzy,3,piechurzy,1,0
konnica,296,artylerzysci,24,piechurzy,20,artylerzysci,183,artylerzysci,166,artylerzysci,178,1
artylerzysci,342,artylerzysci,21,piechurzy,9,konnica,102,artylerzysci,214,artylerzysci,212,0
artylerzysci,124,piechurzy,131,piechurzy,162,artylerzysci,227,artylerzysci,141,konnica,193,0
artylerzysci,46,artylerzysci,269,konnica,96,piechurzy,437,piechurzy,42,artylerzysci,28,1
konnica,254,konnica,6,piechurzy,80,piechurzy,285,konnica,110,konnica,90,1
piechurzy,235,piechurzy,231,artylerzysci,23,konnica,495,konnica,2,artylerzysci,1,0
piechurzy,202,artylerzysci,153,artylerzysci,35,piechurzy,185,konnica,61,artylerzysci,140,0
konnica,47,piechurzy,254,piechurzy,53,artylerzysci,138,artylerzysci,335,artylerzysci,101,0
artylerzysci,210,artylerzysci,6,artylerzysci,67,konnica,216,piechurzy,14,artylerzysci,144,0
piechurzy,6,piechurzy,284,konnica,75,piechurzy,206,piechurzy,398,artylerzysci,37,0
piechurzy,241,artylerzysci,121,piechurzy,69,konnica,494,konnica,6,artylerzysci,2,0
konnica,277,artylerzysci,60,konnica,4,artylerzysci,375,artylerzysci,102,konnica,104,0
konnica,54,konnica,157,artylerzysci,106,konnica,464,piechurzy,21,konnica,26,0
artylerzysci,350,konnica,47,piechurzy,1,artylerzysci,38,piechurzy,62,konnica,339,0
artylerzysci,174,piechurzy,207,konnica,12,artylerzysci,468,piechurzy,129,konnica,7,0
konnica,215,artylerzysci,42,piechurzy,54,artylerzysci,68,artylerzysci,325,piechurzy,36,1
piechurzy,73,konnica,246,piechurzy,10,konnica,104,artylerzysci,280,konnica,58,0
konnica,346,konnica,3,piechurzy,1,piechurzy,55,artylerzysci,160,artylerzysci,98,1
konnica,199,piechurzy,108,piechurzy,42,piechurzy,48,konnica,442,konnica,1,1
piechurzy,287,piechurzy,28,piechurzy,73,piechurzy,261,artylerzysci,329,piechurzy,66,0
piechurzy,188,artylerzysci,133,artylerzysci,154,piechurzy,501,piechurzy,169,piechurzy,13,1
piechurzy,106,artylerzysci,82,piechurzy,193,artylerzysci,371,konnica,192,piechurzy,9,0
piechurzy,98,artylerzysci,195,piechurzy,9,piechurzy,455,piechurzy,252,piechurzy,28,0
konnica,315,artylerzysci,30,artylerzysci,10,konnica,278,konnica,217,artylerzysci,3,0
artylerzysci,12,piechurzy,20,artylerzysci,316,piechurzy,67,piechurzy,174,piechurzy,32,1
piechurzy,75,artylerzysci,108,konnica,96,artylerzysci,407,konnica,148,artylerzysci,13,0
piechurzy,88,konnica,250,piechurzy,48,konnica,321,konnica,125,konnica,39,0
piechurzy,127,piechurzy,222,konnica,9,konnica,240,piechurzy,94,konnica,93,0
artylerzysci,321,artylerzysci,104,konnica,31,artylerzysci,188,konnica,338,piechurzy,10,0
artylerzysci,205,artylerzysci,175,konnica,26,konnica,92,piechurzy,385,artylerzysci,85,1
artylerzysci,302,artylerzysci,82,konnica,61,piechurzy,110,konnica,99,piechurzy,38,1
piechurzy,157,konnica,14,konnica,15,artylerzysci,116,konnica,21,artylerzysci,144,0
artylerzysci,250,konnica,96,artylerzysci,64,artylerzysci,378,konnica,85,artylerzysci,90,0
artylerzysci,236,konnica,157,piechurzy,17,artylerzysci,140,piechurzy,269,konnica,37,1
piechurzy,323,piechurzy,140,piechurzy,59,konnica,476,piechurzy,1,konnica,11,0
artylerzysci,99,artylerzysci,3,piechurzy,111,artylerzysci,248,artylerzysci,182,piechurzy,55,0
artylerzysci,251,piechurzy,150,konnica,14,konnica,265,konnica,129,artylerzysci,105,0
artylerzysci,283,artylerzysci,39,konnica,100,piechurzy,277,artylerzysci,203,piechurzy,127,1
artylerzysci,248,konnica,162,artylerzysci,3,piechurzy,311,artylerzysci,310,konnica,87,1
piechurzy,39,konnica,43,artylerzysci,165,artylerzysci,483,piechurzy,27,konnica,70,0
artylerzysci,123,artylerzysci,224,konnica,48,piechurzy,254,konnica,291,konnica,22,0
konnica,342,konnica,7,konnica,2,piechurzy,334,artylerzysci,222,artylerzysci,121,1
artylerzysci,350,piechurzy,65,artylerzysci,35,artylerzysci,441,artylerzysci,86,piechurzy,93,0
konnica,214,piechurzy,120,konnica,61,artylerzysci,363,piechurzy,216,piechurzy,2,1
artylerzysci,123,konnica,197,konnica,15,artylerzysci,371,piechurzy,34,piechurzy,20,0
piechurzy,347,artylerzysci,34,konnica,13,piechurzy,270,piechurzy,1,artylerzysci,196,0
piechurzy,222,artylerzysci,49,artylerzysci,64,konnica,124,konnica,6,konnica,342,0
artylerzysci,322,konnica,100,konnica,4,artylerzysci,469,artylerzysci,80,piechurzy,88,0
piechurzy,210,konnica,89,konnica,7,artylerzysci,293,piechurzy,213,artylerzysci,172,0
piechurzy,48,piechurzy,273,artylerzysci,83,piechurzy,363,piechurzy,310,artylerzysci,59,0
artylerzysci,238,piechurzy,166,konnica,84,piechurzy,419,piechurzy,95,piechurzy,2,1
piechurzy,330,konnica,78,piechurzy,46,piechurzy,124,konnica,387,piechurzy,45,0
konnica,212,artylerzysci,3,artylerzysci,123,piechurzy,251,piechurzy,176,piechurzy,275,1
artylerzysci,86,konnica,114,piechurzy,134,artylerzysci,12,artylerzysci,492,piechurzy,73,0
konnica,98,piechurzy,125,artylerzysci,103,konnica,488,konnica,5,piechurzy,8,0
piechurzy,325,piechurzy,174,konnica,65,konnica,19,konnica,409,piechurzy,61,0
konnica,256,piechurzy,75,artylerzysci,31,piechurzy,43,artylerzysci,284,piechurzy,172,1
piechurzy,144,piechurzy,262,piechurzy,143,konnica,106,piechurzy,149,artylerzysci,301,0
piechurzy,208,artylerzysci,88,piechurzy,141,konnica,359,artylerzysci,135,piechurzy,3,0
artylerzysci,172,piechurzy,42,piechurzy,159,konnica,440,piechurzy,37,konnica,28,0
konnica,97,piechurzy,198,konnica,155,artylerzysci,113,artylerzysci,248,piechurzy,148,1
piechurzy,224,artylerzysci,54,piechurzy,158,artylerzysci,189,artylerzysci,139,konnica,125,0
konnica,246,konnica,81,konnica,6,konnica,400,konnica,79,artylerzysci,15,0
artylerzysci,343,artylerzysci,89,piechurzy,21,artylerzysci,78,artylerzysci,349,konnica,14,1
piechurzy,188,konnica,110,piechurzy,121,piechurzy,437,artylerzysci,66,artylerzysci,194,0
artylerzysci,316,artylerzysci,53,piechurzy,68,konnica,337,piechurzy,89,artylerzysci,80,0
konnica,322,konnica,18,konnica,4,artylerzysci,371,piechurzy,25,artylerzysci,144,0
artylerzysci,159,konnica,3,konnica,35,artylerzysci,311,artylerzysci,152,artylerzysci,125,0
konnica,206,konnica,31,piechurzy,60,piechurzy,443,piechurzy,243,konnica,101,0
artylerzysci,232,artylerzysci,150,piechurzy,8,konnica,105,artylerzysci,13,konnica,63,1
piechurzy,22,piechurzy,81,piechurzy,86,konnica,51,artylerzysci,418,konnica,99,0
piechurzy,177,piechurzy,243,artylerzysci,15,piechurzy,28,artylerzysci,49,artylerzysci,167,0
artylerzysci,351,konnica,1,konnica,76,piechurzy,216,artylerzysci,127,piechurzy,233,1
piechurzy,93,piechurzy,83,piechurzy,69,konnica,193,artylerzysci,241,konnica,72,0
konnica,263,artylerzysci,20,piechurzy,70,konnica,210,piechurzy,42,piechurzy,271,0
artylerzysci,284,artylerzysci,94,piechurzy,1,piechurzy,491,konnica,133,artylerzysci,119,0
konnica,162,konnica,166,piechurzy,16,artylerzysci,178,piechurzy,279,konnica,32,1
konnica,25,piechurzy,102,piechurzy,109,konnica,462,konnica,12,konnica,28,0
piechurzy,88,konnica,300,piechurzy,4,piechurzy,263,artylerzysci,32,piechurzy,187,1
artylerzysci,325,piechurzy,34,artylerzysci,19,piechurzy,46,konnica,2,konnica,100,1
artylerzysci,292,konnica,78,piechurzy,41,artylerzysci,304,artylerzysci,63,artylerzysci,125,0
piechurzy,337,konnica,42,konnica,33,artylerzysci,412,artylerzysci,148,konnica,38,0
konnica,352,artylerzysci,1,artylerzysci,2,artylerzysci,443,artylerzysci,137,artylerzysci,8,1
konnica,63,piechurzy,145,konnica,138,piechurzy,145,konnica,382,piechurzy,6,1
piechurzy,1,piechurzy,37,konnica,66,piechurzy,278,piechurzy,223,piechurzy,204,0
konnica,203,piechurzy,3,konnica,34,artylerzysci,84,artylerzysci,12,artylerzysci,119,1
piechurzy,100,piechurzy,82,konnica,104,artylerzysci,374,piechurzy,5,konnica,74,0
piechurzy,89,konnica,293,konnica,14,artylerzysci,136,konnica,159,konnica,55,0
piechurzy,208,piechurzy,109,piechurzy,11,piechurzy,474,artylerzysci,235,konnica,56,0
